==============================================================================================================
    Date     Time  Temp SpCond   Cond  Resist    Sal DOsat     DO DOchrg   Depth    pH      pH     Orp Battery
   m/d/y hh:mm:ss     C  mS/cm  uS/cm  Ohm*cm    ppt     %   mg/L         meters            mV      mV   volts
--------------------------------------------------------------------------------------------------------------
11/09/19 02:35:20  5.77  0.294    186 5379.96   0.14  29.7   3.72   15.2   0.791  8.11   -64.1   307.1     5.8
11/09/19 02:50:20  5.77  0.295    187 5354.03   0.14  29.6   3.71   15.2   0.790  8.10   -63.8   306.9     5.7
11/09/19 03:05:20  5.74  0.295    187 5356.44   0.14  29.6   3.71   16.4   0.789  8.10   -63.9   307.0     5.7
11/09/19 03:20:20  5.73  0.296    187 5352.17   0.14  29.6   3.71   15.2   0.786  8.10   -63.8   306.6     5.7
11/09/19 03:35:20  5.72  0.296    187 5356.11   0.14  29.6   3.71   15.2   0.787  8.10   -63.9   306.4     5.7
11/09/19 03:50:20  5.66  0.298    188 5315.27   0.14  29.5   3.70   15.2   0.786  8.10   -64.0   306.6     5.7
11/09/19 04:05:20  5.69  0.299    189 5296.48   0.14  29.5   3.70   15.2   0.787  8.10   -64.0   306.6     5.7
11/09/19 04:20:20  5.65  0.300    189 5288.47   0.14  29.5   3.71   15.2   0.784  8.11   -64.1   306.9     5.7
11/09/19 04:35:20  5.63  0.299    188 5305.91   0.14  29.5   3.70   15.2   0.782  8.11   -64.2   306.8     5.8
11/09/19 04:50:20  5.54  0.297    187 5353.81   0.14  29.4   3.70   15.2   0.783  8.11   -64.3   306.8     5.7
11/09/19 05:05:20  5.58  0.299    188 5318.19   0.14  29.4   3.69   16.4   0.783  8.11   -64.2   306.9     5.7
11/09/19 05:20:20  5.57  0.300    189 5302.16   0.14  29.3   3.69   15.2   0.782  8.11   -64.2   306.8     5.7
11/09/19 05:35:20  5.55  0.301    189 5287.61   0.14  29.3   3.69   15.2   0.781  8.11   -64.3   306.9     5.7
11/09/19 05:50:20  5.55  0.298    187 5336.37   0.14  29.3   3.69   15.2   0.780  8.11   -64.3   306.9     5.7
11/09/19 06:05:20  5.52  0.298    187 5338.66   0.14  29.3   3.69   15.2   0.779  8.11   -64.4   307.1     5.7
11/09/19 06:20:20  5.46  0.296    185 5392.02   0.14  29.2   3.68   15.2   0.778  8.11   -64.5   307.1     5.8
11/09/19 06:35:20  5.43  0.297    186 5376.65   0.14  29.1   3.68   15.2   0.779  8.12   -64.6   307.0     5.7
11/09/19 06:50:20  5.38  0.296    185 5402.47   0.14  29.1   3.68   15.2   0.778  8.12   -64.6   306.9     5.7
11/09/19 07:05:20  5.35  0.297    186 5389.81   0.14  29.0   3.67   15.2   0.777  8.12   -64.6   306.9     5.7
11/09/19 07:20:20  5.28  0.299    186 5366.96   0.14  28.9   3.66   15.2   0.777  8.12   -64.8   306.8     5.7
11/09/19 07:35:20  5.27  0.297    185 5397.80   0.14  28.9   3.66   15.2   0.775  8.12   -64.8   306.9     5.7
11/09/19 07:50:20  5.21  0.298    185 5402.25   0.14  28.8   3.66   14.1   0.777  8.12   -64.9   307.1     5.7
11/09/19 08:05:20  5.22  0.299    186 5367.51   0.14  28.8   3.66   15.2   0.778  8.12   -64.8   307.3     5.7
11/09/19 08:20:20  5.22  0.297    185 5405.81   0.14  28.7   3.64   15.2   0.778  8.12   -64.7   307.3     5.7
11/09/19 08:35:20  5.23  0.299    186 5373.45   0.14  28.7   3.64   15.2   0.777  8.12   -64.6   307.5     5.7
11/09/19 08:50:20  5.21  0.300    186 5363.89   0.14  28.6   3.64   15.2   0.776  8.11   -64.5   307.3     5.7
11/09/19 09:05:20  5.18  0.299    186 5377.20   0.14  28.6   3.64   15.2   0.773  8.12   -64.6   307.5     5.7
11/09/19 09:20:20  5.16  0.300    186 5370.48   0.14  28.6   3.63   15.2   0.766  8.12   -64.6   307.6     5.7
11/09/19 09:35:20  5.11  0.303    188 5315.06   0.14  28.6   3.64   14.1   0.766  8.12   -64.6   307.7     5.8
11/09/19 09:50:20  5.14  0.301    187 5360.82   0.14  28.6   3.64   14.1   0.765  8.12   -64.8   307.9     5.7
11/09/19 10:05:20  5.13  0.302    187 5344.42   0.14  28.6   3.64   15.2   0.764  8.12   -64.8   307.9     5.7
11/09/19 10:20:20  5.11  0.302    187 5337.46   0.14  28.6   3.64   15.2   0.763  8.12   -64.7   307.9     5.7
11/09/19 10:35:20  5.08  0.303    188 5326.40   0.14  28.6   3.64   15.2   0.762  8.12   -64.7   308.0     5.7
11/09/19 10:50:20  5.05  0.304    188 5314.41   0.15  28.6   3.64   15.2   0.763  8.12   -64.6   307.9     5.8
11/09/19 11:05:20  5.08  0.304    188 5305.27   0.15  28.6   3.64   15.2   0.761  8.12   -64.6   308.2     5.7
11/09/19 11:20:20  5.08  0.303    188 5321.10   0.14  28.7   3.65   15.2   0.756  8.12   -64.7   308.5     5.7
11/09/19 11:35:20  5.09  0.304    188 5313.87   0.14  28.7   3.65   15.2   0.754  8.12   -64.7   308.4     5.7
11/09/19 11:50:20  5.11  0.304    188 5307.10   0.15  28.7   3.65   14.1   0.753  8.12   -64.8   308.5     5.7
11/09/19 12:05:20  5.05  0.305    189 5303.45   0.15  28.7   3.66   15.2   0.749  8.12   -64.7   308.5     5.7
11/09/19 12:20:20  5.01  0.305    188 5310.00   0.15  28.7   3.66   15.2   0.746  8.12   -64.9   308.7     5.7
11/09/19 12:35:20  4.96  0.305    188 5318.19   0.15  28.6   3.66   15.2   0.742  8.12   -65.0   308.8     5.7
11/09/19 12:50:20  4.96  0.305    188 5315.70   0.15  28.6   3.65   15.2   0.740  8.12   -64.8   308.8     5.7
11/09/19 13:05:20  4.81  0.307    188 5309.35   0.15  28.6   3.66   15.2   0.735  8.13   -65.1   309.1     5.7
11/09/19 13:20:20  4.76  0.307    188 5316.78   0.15  28.5   3.65   14.1   0.732  8.13   -65.2   309.3     5.7
11/09/19 13:35:20  4.81  0.306    188 5315.92   0.15  28.5   3.65   14.1   0.729  8.13   -65.1   309.5     5.7
11/09/19 13:50:20  4.88  0.305    188 5315.92   0.15  28.6   3.65   15.2   0.724  8.13   -65.2   309.6     5.7
11/09/19 14:05:20  4.86  0.306    188 5314.73   0.15  28.6   3.66   15.2   0.719  8.13   -65.1   309.6     5.7
11/09/19 14:20:20  4.87  0.306    188 5316.24   0.15  28.6   3.66   15.2   0.712  8.13   -65.1   309.8     5.7
11/09/19 14:35:20  4.84  0.306    188 5314.09   0.15  28.5   3.66   15.2   0.714  8.13   -65.1   309.8     5.7
11/09/19 14:50:20  4.83  0.306    188 5315.27   0.15  28.5   3.66   14.1   0.713  8.13   -65.1   309.8     5.8
11/09/19 15:05:20  4.92  0.306    188 5307.63   0.15  28.7   3.66   15.2   0.710  8.13   -65.1   310.1     5.7
11/09/19 15:20:20  4.90  0.306    189 5298.19   0.15  28.7   3.67   15.2   0.710  8.13   -65.2   310.0     5.7
11/09/19 15:35:20  4.82  0.307    189 5301.09   0.15  28.7   3.68   15.2   0.708  8.13   -65.2   310.2     5.7
11/09/19 15:50:20  4.71  0.308    189 5304.30   0.15  28.6   3.67   15.2   0.705  8.13   -65.4   310.4     5.7
11/09/19 16:05:20  4.71  0.308    189 5299.16   0.15  28.5   3.67   15.2   0.700  8.13   -65.4   310.4     5.7
11/09/19 16:20:20  4.62  0.308    188 5309.35   0.15  28.5   3.67   15.2   0.700  8.14   -65.6   310.5     5.7
11/09/19 16:35:20  4.59  0.309    188 5307.10   0.15  28.4   3.67   14.1   0.704  8.14   -65.6   310.4     5.7
11/09/19 16:50:20  4.58  0.309    189 5297.12   0.15  28.4   3.66   15.2   0.703  8.14   -65.6   310.4     5.7
11/09/19 17:05:20  4.58  0.310    189 5294.66   0.15  28.4   3.66   14.1   0.707  8.14   -65.5   310.4     5.7
11/09/19 17:20:20  4.58  0.310    189 5284.84   0.15  28.3   3.65   14.1   0.709  8.14   -65.6   310.4     5.7
11/09/19 17:35:20  4.64  0.309    189 5291.99   0.15  28.3   3.64   15.2   0.707  8.13   -65.4   310.3     5.7
11/09/19 17:50:20  4.63  0.310    189 5278.77   0.15  28.3   3.64   15.2   0.707  8.13   -65.4   310.1     5.7
11/09/19 18:05:20  4.65  0.310    189 5277.92   0.15  28.3   3.64   15.2   0.708  8.13   -65.3   310.2     5.7
11/09/19 18:20:20  4.65  0.308    188 5311.50   0.15  28.3   3.64   14.1   0.706  8.13   -65.4   310.2     5.7
11/09/19 18:35:20  4.62  0.308    188 5316.24   0.15  28.2   3.64   14.1   0.705  8.14   -65.5   310.2     5.7
11/09/19 18:50:20  4.64  0.308    188 5305.70   0.15  28.3   3.64   15.2   0.707  8.13   -65.4   310.0     5.7
11/09/19 19:05:20  4.61  0.307    188 5328.35   0.15  28.2   3.64   14.1   0.706  8.14   -65.6   310.2     5.7
11/09/19 19:20:20  4.61  0.308    188 5319.26   0.15  28.2   3.63   15.2   0.705  8.14   -65.6   310.2     5.7
11/09/19 19:35:20  4.59  0.309    188 5309.14   0.15  28.2   3.63   15.2   0.707  8.14   -65.6   310.3     5.7
11/09/19 19:50:20  4.56  0.309    188 5312.04   0.15  28.2   3.64   15.2   0.706  8.14   -65.8   310.3     5.7
11/09/19 20:05:20  4.54  0.309    188 5313.98   0.15  28.1   3.63   14.1   0.704  8.14   -65.9   310.4     5.7
11/09/19 20:20:20  4.50  0.310    188 5305.70   0.15  28.1   3.64   14.1   0.703  8.14   -65.9   310.5     5.7
11/09/19 20:35:20  4.50  0.310    188 5305.70   0.15  28.1   3.64   15.2   0.701  8.14   -65.9   310.5     5.7
11/09/19 20:50:20  4.45  0.311    189 5299.69   0.15  28.1   3.63   14.1   0.699  8.15   -66.0   310.4     5.7
11/09/19 21:05:20  4.46  0.310    188 5310.43   0.15  28.1   3.63   15.2   0.699  8.15   -66.0   310.4     5.7
11/09/19 21:20:20  4.46  0.310    189 5301.94   0.15  28.0   3.62   15.2   0.701  8.15   -66.0   309.7     5.7
11/09/19 21:35:20  4.49  0.311    189 5289.00   0.15  28.0   3.62   15.2   0.700  8.13   -65.3   308.6     5.7
11/09/19 21:50:20  4.48  0.311    189 5294.77   0.15  28.0   3.62   15.2   0.700  8.14   -65.9   308.5     5.7
11/09/19 22:05:20  4.49  0.310    189 5300.44   0.15  28.0   3.62   15.2   0.698  8.14   -66.0   308.7     5.7
11/09/19 22:20:20  4.44  0.310    188 5318.72   0.15  27.9   3.61   14.1   0.696  8.14   -66.0   308.8     5.7
11/09/19 22:35:20  4.46  0.309    188 5327.91   0.15  27.9   3.61   15.2   0.695  8.15   -66.0   308.8     5.7
11/09/19 22:50:20  4.46  0.310    188 5306.13   0.15  27.9   3.61   16.4   0.694  8.15   -66.0   308.8     5.7
11/09/19 23:05:20  4.47  0.311    189 5288.89   0.15  27.8   3.60   14.1   0.696  8.14   -65.9   308.9     5.7
11/09/19 23:20:20  4.45  0.310    188 5314.63   0.15  27.8   3.60   14.1   0.695  8.14   -65.9   308.7     5.7
11/09/19 23:35:20  4.46  0.309    188 5324.67   0.15  27.8   3.60   15.2   0.694  8.14   -65.9   308.8     5.7
11/09/19 23:50:20  4.46  0.309    188 5321.86   0.15  27.8   3.60   15.2   0.692  8.14   -65.9   308.9     5.7
11/10/19 00:05:20  4.46  0.309    188 5327.80   0.15  27.7   3.59   15.2   0.692  8.14   -65.9   308.8     5.7
11/10/19 00:20:20  4.42  0.310    188 5315.17   0.15  27.7   3.59   15.2   0.694  8.14   -65.9   308.8     5.7
11/10/19 00:35:20  4.40  0.310    188 5317.00   0.15  27.7   3.58   15.2   0.692  8.14   -65.9   308.8     5.7
11/10/19 00:50:20  4.38  0.310    188 5315.17   0.15  27.7   3.59   15.2   0.691  8.14   -65.9   308.8     5.7
11/10/19 01:05:20  4.35  0.311    189 5304.20   0.15  27.6   3.59   14.1   0.689  8.15   -66.0   309.0     5.7
11/10/19 01:20:20  4.32  0.312    189 5304.30   0.15  27.6   3.59   14.1   0.690  8.15   -66.0   309.0     5.7
11/10/19 01:35:20  4.31  0.312    188 5305.38   0.15  27.5   3.58   15.2   0.688  8.15   -66.0   309.0     5.7
11/10/19 01:50:20  4.29  0.312    189 5303.66   0.15  27.5   3.58   15.2   0.687  8.15   -66.0   309.0     5.7
11/10/19 02:05:20  4.28  0.311    188 5314.30   0.15  27.5   3.57   15.2   0.685  8.15   -66.2   308.9     5.7
11/10/19 02:20:20  4.27  0.313    189 5291.88   0.15  27.5   3.57   15.2   0.684  8.15   -66.0   309.0     5.7
11/10/19 02:35:20  4.28  0.312    188 5305.16   0.15  27.4   3.57   14.1   0.683  8.15   -66.0   309.1     5.7
11/10/19 02:50:20  4.31  0.312    189 5301.30   0.15  27.4   3.55   15.2   0.681  8.14   -65.9   309.0     5.7
11/10/19 03:05:20  4.26  0.310    187 5340.83   0.15  27.3   3.55   15.2   0.679  8.15   -66.1   309.0     5.7
11/10/19 03:20:20  4.26  0.312    188 5305.48   0.15  27.4   3.56   15.2   0.678  8.15   -66.2   309.1     5.7
11/10/19 03:35:20  4.24  0.312    188 5313.55   0.15  27.3   3.55   15.2   0.679  8.15   -66.1   309.1     5.7
11/10/19 03:50:20  4.20  0.312    188 5317.54   0.15  27.2   3.55   15.2   0.679  8.15   -66.2   309.0     5.7
11/10/19 04:05:20  4.20  0.311    188 5327.48   0.15  27.2   3.55   15.2   0.678  8.15   -66.3   309.1     5.7
11/10/19 04:20:20  4.18  0.312    188 5324.77   0.15  27.2   3.54   15.2   0.678  8.15   -66.3   308.9     5.7
11/10/19 04:35:20  4.16  0.312    188 5324.02   0.15  27.2   3.55   15.2   0.675  8.15   -66.4   309.0     5.7
11/10/19 04:50:20  4.16  0.313    189 5304.09   0.15  27.2   3.54   14.1   0.675  8.15   -66.2   308.9     5.7
11/10/19 05:05:20  4.16  0.312    188 5317.75   0.15  27.2   3.55   14.1   0.675  8.15   -66.3   308.8     5.7
11/10/19 05:20:20  4.17  0.312    188 5316.78   0.15  27.1   3.54   15.2   0.673  8.15   -66.2   309.0     5.7
11/10/19 05:35:20  4.15  0.313    188 5317.32   0.15  27.1   3.53   14.1   0.672  8.15   -66.3   308.8     5.7
11/10/19 05:50:20  4.09  0.314    188 5309.89   0.15  27.1   3.53   15.2   0.670  8.15   -66.3   308.9     5.7
11/10/19 06:05:20  4.08  0.314    189 5304.52   0.15  27.0   3.53   15.2   0.672  8.15   -66.3   308.6     5.7
11/10/19 06:20:20  4.06  0.314    188 5311.40   0.15  27.0   3.53   14.1   0.670  8.16   -66.5   308.6     5.7
11/10/19 06:35:20  4.05  0.314    188 5308.06   0.15  26.9   3.52   14.1   0.669  8.16   -66.5   308.6     5.7
11/10/19 06:50:20  4.05  0.314    188 5310.97   0.15  26.9   3.52   15.2   0.671  8.16   -66.5   308.6     5.7
11/10/19 07:05:20  4.06  0.314    188 5315.70   0.15  26.9   3.51   14.1   0.672  8.16   -66.4   308.5     5.7
11/10/19 07:20:20  4.05  0.314    188 5312.90   0.15  26.9   3.51   14.1   0.672  8.16   -66.4   308.3     5.7
11/10/19 07:35:20  4.03  0.314    188 5305.38   0.15  26.8   3.51   14.1   0.671  8.15   -66.3   308.2     5.7
11/10/19 07:50:20  4.03  0.315    189 5303.98   0.15  26.8   3.51   14.1   0.671  8.15   -66.3   308.3     5.7
11/10/19 08:05:20  4.06  0.313    188 5321.32   0.15  26.8   3.50   14.1   0.668  8.15   -66.3   308.4     5.7
11/10/19 08:20:20  4.03  0.313    188 5323.26   0.15  26.7   3.50   14.1   0.670  8.16   -66.4   308.4     5.7
11/10/19 08:35:20  4.02  0.314    188 5316.78   0.15  26.7   3.49   14.1   0.671  8.15   -66.4   308.3     5.7
11/10/19 08:50:20  4.03  0.314    188 5316.67   0.15  26.7   3.49   14.1   0.671  8.15   -66.3   308.2     5.7
11/10/19 09:05:20  4.02  0.314    188 5309.46   0.15  26.7   3.49   15.2   0.668  8.15   -66.3   308.2     5.7
11/10/19 09:20:20  4.02  0.315    189 5304.41   0.15  26.7   3.49   14.1   0.667  8.15   -66.3   308.2     5.7
11/10/19 09:35:20  4.02  0.315    189 5299.48   0.15  26.7   3.49   15.2   0.667  8.15   -66.3   308.3     5.7
11/10/19 09:50:20  4.03  0.315    189 5298.19   0.15  26.7   3.49   15.2   0.669  8.15   -66.3   308.4     5.7
11/10/19 10:05:20  4.03  0.315    189 5298.51   0.15  26.7   3.49   15.2   0.669  8.15   -66.3   308.3     5.7
11/10/19 10:20:20  4.02  0.315    189 5296.16   0.15  26.6   3.49   14.1   0.669  8.15   -66.2   308.3     5.7
11/10/19 10:35:20  4.01  0.315    189 5293.38   0.15  26.6   3.49   14.1   0.664  8.15   -66.2   308.2     5.7
11/10/19 10:50:20  4.04  0.315    189 5291.03   0.15  26.7   3.49   14.1   0.664  8.15   -66.2   308.4     5.7
11/10/19 11:05:20  4.06  0.315    189 5287.93   0.15  26.7   3.49   14.1   0.664  8.15   -66.2   308.5     5.7
11/10/19 11:20:20  4.07  0.315    189 5285.05   0.15  26.7   3.49   15.2   0.665  8.15   -66.1   308.5     5.7
11/10/19 11:35:20  4.07  0.315    189 5280.05   0.15  26.7   3.50   14.1   0.666  8.15   -66.0   308.5     5.7
11/10/19 11:50:20  4.08  0.316    190 5275.80   0.15  26.8   3.50   14.1   0.669  8.15   -66.1   308.6     5.7
11/10/19 12:05:20  4.07  0.316    190 5276.12   0.15  26.7   3.49   15.2   0.666  8.15   -66.0   308.6     5.7
11/10/19 12:20:20  4.10  0.316    190 5271.87   0.15  26.8   3.50   15.2   0.664  8.15   -65.9   308.2     5.7
11/10/19 12:35:20  4.15  0.316    190 5264.46   0.15  26.8   3.50   15.2   0.656  8.15   -66.0   308.5     5.7
11/10/19 12:50:20  4.17  0.316    190 5262.14   0.15  26.9   3.51   14.1   0.657  8.15   -66.1   308.8     5.7
11/10/19 13:05:20  4.24  0.316    191 5248.55   0.15  27.1   3.52   14.1   0.657  8.15   -66.0   308.9     5.7
11/10/19 13:20:20  4.24  0.316    190 5250.02   0.15  27.1   3.53   15.2   0.654  8.15   -66.0   308.9     5.7
11/10/19 13:35:20  4.22  0.315    190 5255.91   0.15  27.1   3.53   14.1   0.654  8.15   -66.0   308.6     5.7
11/10/19 13:50:20  4.21  0.316    190 5255.18   0.15  27.1   3.53   15.2   0.653  8.15   -65.9   308.6     5.7
11/10/19 14:05:20  4.24  0.316    191 5238.69   0.15  27.2   3.54   15.2   0.653  8.15   -66.0   308.8     5.7
11/10/19 14:20:20  4.21  0.316    191 5242.04   0.15  27.1   3.53   14.1   0.657  8.15   -66.0   308.7     5.7
11/10/19 14:35:20  4.22  0.316    191 5240.78   0.15  27.1   3.53   14.1   0.653  8.15   -65.9   308.4     5.7
11/10/19 14:50:20  4.20  0.316    191 5249.28   0.15  27.1   3.53   15.2   0.648  8.14   -65.9   308.8     5.7
11/10/19 15:05:20  4.25  0.316    191 5240.47   0.15  27.2   3.53   15.2   0.650  8.14   -65.9   308.8     5.7
11/10/19 15:20:20  4.23  0.316    191 5246.55   0.15  27.2   3.53   14.1   0.651  8.14   -65.9   308.8     5.7
11/10/19 15:35:20  4.31  0.316    191 5235.55   0.15  27.2   3.53   15.2   0.653  8.14   -65.9   308.8     5.7
11/10/19 15:50:20  4.34  0.315    191 5238.06   0.15  27.2   3.54   15.2   0.656  8.14   -65.9   308.8     5.7
11/10/19 16:05:20  4.32  0.316    191 5236.49   0.15  27.2   3.53   15.2   0.656  8.14   -65.9   308.9     5.7
11/10/19 16:20:20  4.24  0.316    191 5246.76   0.15  27.1   3.53   14.1   0.660  8.14   -65.6   307.9     5.7
11/10/19 16:35:20  4.19  0.316    190 5252.23   0.15  27.1   3.52   14.1   0.660  8.14   -65.8   308.7     5.7
11/10/19 16:50:20  4.14  0.316    190 5255.18   0.15  26.9   3.51   15.2   0.661  8.14   -65.7   307.8     5.7
11/10/19 17:05:20  4.06  0.317    190 5249.39   0.15  26.8   3.51   14.1   0.663  8.15   -65.9   307.7     5.7
11/10/19 17:20:20  4.10  0.317    190 5253.60   0.15  26.8   3.50   14.1   0.664  8.14   -65.6   307.4     5.7
11/10/19 17:35:20  4.18  0.317    191 5243.82   0.15  26.8   3.50   14.1   0.664  8.14   -65.7   307.3     5.7
11/10/19 17:50:20  4.13  0.318    191 5227.72   0.15  27.0   3.53   14.1   0.665  8.14   -65.9   307.6     5.7
11/10/19 18:05:20  4.16  0.317    191 5244.56   0.15  26.9   3.51   14.1   0.665  8.15   -65.9   307.7     5.7
11/10/19 18:20:20  4.15  0.318    192 5220.95   0.15  27.0   3.53   14.1   0.666  8.15   -66.0   307.9     5.7
11/10/19 18:35:20  4.17  0.319    192 5207.57   0.15  27.1   3.53   14.1   0.670  8.16   -66.5   308.2     5.7
11/10/19 18:50:20  4.21  0.319    192 5201.99   0.15  27.1   3.53   14.1   0.673  8.15   -66.4   307.8     5.7
11/10/19 19:05:20  4.21  0.319    192 5202.51   0.15  27.2   3.54   14.1   0.674  8.16   -66.5   308.6     5.7
11/10/19 19:20:20  4.20  0.319    192 5201.06   0.15  27.2   3.54   14.1   0.677  8.15   -66.4   308.2     5.7
11/10/19 19:35:20  4.22  0.320    193 5187.99   0.15  27.3   3.55   14.1   0.679  8.16   -66.5   308.2     5.7
11/10/19 19:50:20  4.23  0.319    192 5198.28   0.15  27.2   3.54   15.2   0.678  8.15   -66.3   308.4     5.7
11/10/19 20:05:20  4.25  0.320    193 5184.71   0.15  27.2   3.54   14.1   0.678  8.15   -66.4   307.9     5.7
11/10/19 20:20:20  4.25  0.320    193 5179.18   0.15  27.2   3.54   15.2   0.678  8.15   -66.3   307.1     5.7
11/10/19 20:35:20  4.25  0.320    193 5176.31   0.15  27.2   3.54   15.2   0.678  8.15   -66.3   307.1     5.7
11/10/19 20:50:20  4.25  0.320    193 5184.30   0.15  27.2   3.53   14.1   0.679  8.15   -66.1   306.4     5.7
11/10/19 21:05:20  4.26  0.319    193 5185.83   0.15  27.1   3.52   14.1   0.680  8.15   -66.0   306.2     5.7
11/10/19 21:20:20  4.25  0.319    192 5196.94   0.15  27.0   3.52   14.1   0.682  8.15   -66.0   307.2     5.7
11/10/19 21:35:20  4.25  0.319    192 5198.38   0.15  27.0   3.51   14.1   0.683  8.14   -65.8   306.9     5.7
11/10/19 21:50:20  4.26  0.319    193 5186.14   0.15  27.0   3.51   15.2   0.684  8.14   -65.8   306.0     5.7
11/10/19 22:05:20  4.28  0.319    193 5181.63   0.15  27.0   3.51   14.1   0.685  8.14   -65.9   306.9     5.7
11/10/19 22:20:20  4.29  0.319    193 5189.94   0.15  26.9   3.50   14.1   0.688  8.14   -65.8   306.5     5.7
11/10/19 22:35:20  4.30  0.319    193 5188.61   0.15  27.0   3.50   15.2   0.688  8.14   -65.7   307.4     5.7
11/10/19 22:50:20  4.31  0.318    192 5202.71   0.15  26.9   3.50   14.1   0.689  8.14   -65.7   307.4     5.7
11/10/19 23:05:20  4.32  0.317    192 5213.68   0.15  26.9   3.49   14.1   0.689  8.13   -65.4   306.8     5.7
11/10/19 23:20:20  4.34  0.316    191 5223.76   0.15  26.9   3.49   14.1   0.690  8.14   -65.4   306.5     5.7
11/10/19 23:35:20  4.33  0.316    191 5232.83   0.15  26.7   3.46   15.2   0.690  8.14   -65.4   306.9     5.7
11/10/19 23:50:20  4.35  0.316    191 5232.41   0.15  26.8   3.47   14.1   0.689  8.14   -65.5   306.8     5.7
11/11/19 00:05:20  4.35  0.316    191 5228.55   0.15  26.8   3.47   14.1   0.691  8.14   -65.5   307.2     5.7
11/11/19 00:20:20  4.34  0.316    191 5229.39   0.15  26.7   3.46   14.1   0.692  8.13   -65.4   306.3     5.7
11/11/19 00:35:20  4.36  0.315    191 5241.62   0.15  26.7   3.46   14.1   0.691  8.13   -65.4   306.8     5.7
11/11/19 00:50:20  4.36  0.315    191 5241.20   0.15  26.6   3.45   15.2   0.690  8.13   -65.4   306.6     5.7
